Image,Lesion_Size,Perimeter,Compactness,BoundingBox_Area,Orientation,Solidity,Asymmetry,Mean_Intensity,Mean_RGB,Mean_HSV,Color_Std,Color_Entropy,Color_Variance
ISIC_0025641,16867,496.859952,1.179860991,21842,77.44729614,0.985469933,142.6691171,99.74921444,104.8860299,133.8909903,39.10249035,7.155458456,1530.099661
ISIC_0025642,48901,921.1929928,1.392339589,69165,144.2346191,0.941473925,125.3274984,121.8670988,120.3387593,96.64143201,24.96546457,5.861550976,705.8809996
ISIC_0025643,55659,928.8914785,1.242559151,74333,108.1360092,0.962004822,135.0486354,115.095061,117.3666733,117.9605035,26.35451603,6.428425349,700.5799164
ISIC_0025644,45502,868.1980453,1.329600658,57772,94.33745575,0.963469588,56.1262362,182.3306228,184.4289628,122.3518307,22.28725954,5.43419767,512.7255517
ISIC_0025645,119818,1507.526035,1.517807237,182854,115.1975098,0.961717738,178.2970839,116.739121,120.6180207,140.919578,23.13351211,6.181926645,551.3864746
ISIC_0025646,51681,1013.050858,1.594037771,80201,145.8298035,0.917513588,253.4985004,147.2800062,147.8538405,126.415575,33.70615457,5.86874831,1218.622596
ISIC_0025647,3900,233.1370825,1.138527584,5032,24.13040543,0.986240911,306.9374351,104.3620513,103.4417949,113.1952991,38.65723047,6.479272447,1630.117654
ISIC_0025648,44550,872.849849,1.3724533,63798,168.5127563,0.948327125,253.3681705,122.888844,122.4346278,107.9101085,17.90895181,5.910033066,326.7384468
ISIC_0025649,116101,1393.952442,1.338781512,159831,128.4139099,0.947128237,100.886504,92.84862318,95.32805919,126.0246194,32.59030869,7.056236487,1075.363425
ISIC_0025650,110340,1617.248904,1.898412936,175140,78.02734375,0.864419074,133.9348196,161.7230016,168.8264908,144.4217087,18.83691492,5.559193206,370.3182603
ISIC_0025651,66322,1168.531087,1.651082931,107610,70.35072327,0.917329337,187.1924248,129.9604656,134.8883679,148.6018013,36.5914792,6.584269285,1400.525377
ISIC_0025652,34640,749.3523765,1.302050082,49447,31.46741867,0.982367253,160.4581986,101.9604503,98.99498653,102.1577752,40.6118697,6.71471284,1730.531193
ISIC_0025653,6615,315.6639946,1.224144851,8925,118.7298584,0.97077557,284.8314433,122.713681,121.9157974,110.4866213,38.80545256,6.554266673,1625.080488
ISIC_0025654,170729,2174.964633,2.217712373,257400,96.81227875,0.812215143,139.368098,104.8055632,105.8856414,109.1967035,24.81463414,6.478002415,616.9883541
ISIC_0025655,86855,1233.685416,1.403096579,126336,54.35832977,0.93323459,107.304542,159.3275805,155.7751003,106.3084182,36.81212508,5.971589075,1476.189411
ISIC_0025656,62489,1013.317883,1.316796816,89610,113.3283386,0.96238281,74.15884394,124.4364928,126.6811972,118.3509044,27.10319984,6.555826619,739.9060628
ISIC_0025657,10628,402.8183223,1.235049976,14859,89.27965546,0.965953711,155.6522392,99.35698156,96.93451261,91.40857483,37.10011475,6.671837003,1380.306404
ISIC_0025658,137374,1517.834692,1.340937772,191360,71.00387573,0.965874249,120.469492,128.9579688,130.3032112,110.2827148,26.85414141,6.286405801,737.1720979
ISIC_0025659,188739,1905.734183,1.538177643,249750,84.61573029,0.944351742,66.77954212,160.826517,164.3469182,136.5696173,24.76857863,5.625576396,654.4851998
ISIC_0025660,66289,990.7320977,1.18590856,88128,115.1749191,0.985405446,196.9634781,104.9945541,108.8906706,134.475016,29.34317869,6.737381356,873.740772
ISIC_0025661,21413,598.2152903,1.346400454,29550,170.0234375,0.947413213,124.5987017,171.0305422,176.6795249,149.8759788,20.63932877,5.488234137,457.3052083
ISIC_0025662,29736,680.582821,1.251858643,41768,160.2523651,0.975031459,76.87920363,79.16690207,79.56899605,87.05833558,39.4381874,7.402076256,1615.61639
ISIC_0025663,87736,1300.579857,1.543938096,139536,69.50045013,0.934062225,154.709948,126.9454956,127.2834754,94.04475168,27.9215165,6.301125664,816.7080528
ISIC_0025664,106334,1332.212328,1.335482422,146705,83.07533264,0.973762476,172.7002088,165.1377358,162.4494329,122.1653187,18.77261151,5.456833479,381.522556
ISIC_0025665,60499,1000.856987,1.326796334,92160,54.64187622,0.957282389,121.7903106,109.692904,108.2741037,94.89557954,31.58285448,6.927821892,999.9186145
ISIC_0025666,62373,1001.678275,1.28920215,80910,86.88402557,0.967801669,211.2011287,114.7597999,118.3318156,129.7474121,25.23762344,6.385185707,641.6238152
ISIC_0025667,65265,1069.661028,1.405100785,94976,94.24108887,0.939586611,70.62799355,152.5116831,145.9405245,121.9879568,29.7725196,5.893874878,958.3915644
ISIC_0025668,65946,1014.10468,1.249313159,87516,97.60075378,0.973893328,37.74045431,156.5221242,158.0000657,112.6089578,15.7967527,5.445334622,262.0988058
ISIC_0025669,210295,1890.371705,1.357830813,265200,102.5617371,0.963796095,65.38076511,116.0983333,120.2598572,142.1522147,18.57987529,5.839600466,355.2665577
ISIC_0025670,26590,898.6000671,2.45439859,38703,92.95700836,0.932952034,136.3857089,123.7107935,126.2494421,123.4203084,31.04368022,6.396612911,1032.346177
ISIC_0025671,44114,883.5117539,1.420821802,56817,179.2807159,0.963069433,53.78356076,112.5995376,114.1721222,106.6253268,31.19990405,6.422959136,1020.836453
ISIC_0025672,3926,240.3086561,1.202685092,5135,76.3809433,0.976488625,130.6734587,148.5792155,152.6934963,133.5935643,21.32407092,6.576623327,493.2156724
ISIC_0025673,76021,1147.844795,1.388289749,109875,164.0848694,0.952911191,82.03207008,157.1678878,159.5600689,122.4378878,21.67545554,5.654215516,492.5625815
ISIC_0025674,88612,1289.543278,1.502959981,126665,150.5943298,0.952183717,147.9340947,144.6658805,148.0875653,129.3012534,16.35092556,5.378969868,281.8207972
ISIC_0025675,23528,592.1980461,1.198913198,32810,8.135315895,0.977676508,320.7616456,123.0217188,126.092018,127.9905928,20.6899654,6.075203292,434.7791665
ISIC_0025676,157081,1615.553385,1.328639329,185850,166.5473328,0.975306023,78.52376799,104.2050916,107.076973,129.1956761,27.45487264,6.534441408,762.7768741
ISIC_0025677,19504,539.1025937,1.20038036,24528,7.580321789,0.976359996,511.9999997,106.8277789,119.7543923,178.3920221,19.36340788,5.202167225,455.6863405
ISIC_0025678,57993,981.6193986,1.331960933,80131,99.97783661,0.976349575,240.9250771,94.25215112,98.21962421,137.7534128,18.00771623,6.056115846,324.8583239
ISIC_0025679,126337,1518.045806,1.459471664,164004,74.7543869,0.965409808,215.2323389,164.3281224,168.7239262,150.1187406,18.70297551,5.264628814,361.3941734
ISIC_0025680,23837,590.1564147,1.175186879,31620,62.12704468,0.985788329,289.0242898,97.15815749,113.7874593,175.9401351,23.90118138,6.24555324,596.1527331
ISIC_0025681,55396,974.589963,1.374830055,77402,79.72926331,0.94692468,88.27554334,119.4109141,118.7802368,87.14789275,26.0553826,6.270263409,699.8613628
ISIC_0025682,49890,874.2884442,1.228192268,73728,174.5036469,0.977094718,127.0609741,98.01665664,101.7624307,134.2699004,26.73192422,6.63989396,741.4111747
ISIC_0025683,53535,951.2518684,1.35571401,72546,109.7369614,0.948701919,89.39318201,162.7988979,167.8220666,134.6029825,32.37137676,6.05082835,1076.427734
ISIC_0025684,10591,401.8893894,1.233548806,14784,86.20385742,0.967366075,450.1210457,76.99933906,75.89742863,97.24479904,37.14260027,6.978094476,1379.607746
ISIC_0025685,179393,1749.325025,1.363410389,228864,93.23983002,0.969591935,50.2944039,122.4964352,124.4536112,123.6564749,12.86292265,5.32909612,169.6560701
ISIC_0025686,100442,1321.768675,1.392085777,136899,49.84486389,0.944700897,94.21142549,140.5661078,140.9283932,123.1041729,16.12721263,5.479327003,276.0120141
ISIC_0025687,54393,916.4478267,1.237655579,73158,128.6699066,0.96861071,70.18314855,117.854393,114.0974942,99.09812537,17.25151989,5.612029474,312.3257876
ISIC_0025688,8122,403.2030988,1.627004653,15228,120.5369186,0.90579256,435.9123363,155.1883772,157.5439547,125.575474,17.65156217,5.430443748,331.2722236
ISIC_0025689,22682,566.9432133,1.139973595,29068,133.9463959,0.989242334,60.60841193,63.26554096,63.75335802,97.29319872,29.63768448,6.972146868,885.8330602
ISIC_0025690,146017,1721.668171,1.623990039,205960,90.82920837,0.91491553,165.4549265,107.5139949,113.738067,169.8929006,24.09029214,6.15711475,601.7186629
ISIC_0025691,6449,343.5046135,1.489495104,10660,71.22698212,0.953850808,150.289347,165.9327027,168.5120691,132.1042022,12.22790523,4.662910072,169.0946013
ISIC_0025692,68463,1036.02142,1.255982439,87615,37.48069382,0.974625946,338.745775,176.9183793,181.3007999,155.2762271,18.18509372,4.485734858,383.809974
ISIC_0025693,67399,1035.141259,1.273293526,100172,131.7252502,0.970740228,94.98728466,132.533272,137.6024174,128.9909989,22.33420879,5.952424859,507.2890203
ISIC_0025694,21594,558.25692,1.161311221,28700,1.442183137,0.983580508,363.0993793,146.1044735,148.7407613,125.0695718,22.3901974,5.884635192,528.0571522
ISIC_0025695,132058,1452.11182,1.276817405,177642,126.8491211,0.960739233,79.26698874,151.5059595,150.9198685,107.890225,29.29709183,5.947980065,860.3425782
ISIC_0025696,155454,1637.99407,1.37984988,196213,156.9917908,0.951465325,42.61561619,144.6717872,148.5411461,141.0001673,20.13503765,5.839558245,420.9492806
ISIC_0025697,53872,922.4894567,1.26623245,78668,61.37649155,0.954506514,104.4110484,99.8484556,104.0123008,143.2722379,24.55272937,6.415837505,603.5325219
ISIC_0025698,215677,1894.14631,1.329171075,261450,127.4755707,0.978213448,97.12894745,83.02352128,87.4115166,149.286739,32.54986211,7.046474735,1064.666402
ISIC_0025699,111841,1359.231659,1.321239192,175950,105.6815414,0.949878784,85.7079604,149.1535841,149.6894281,106.6233701,27.16834846,5.197014038,844.5824175
ISIC_0025700,15098,510.0315256,1.391687743,22218,163.3334503,0.939877416,135.4775466,180.9936415,184.2845631,136.910827,13.69746494,4.657245066,220.0552582
ISIC_0025701,28133,653.126977,1.218834075,38391,69.58195496,0.982052186,198.6268083,147.522518,148.6516902,108.0548703,19.07554236,5.877169676,375.5057567
ISIC_0025702,2979,202.6518022,1.130037323,3900,175.2615051,0.988042361,138.0114128,120.2917086,120.8291373,109.1799261,40.61056931,6.780733685,1695.270372
ISIC_0025703,116176,1621.047891,1.81092881,183340,112.3976898,0.877471077,85.70940641,112.5344908,114.0587098,106.5386196,26.74848812,6.678584513,715.7559089
ISIC_0025704,21110,606.7838322,1.405110311,33110,157.5863953,0.945990699,346.5398388,127.1342965,126.8799621,122.4849676,27.18070627,6.435934931,745.5642513
ISIC_0025705,110043,1424.981878,1.476733699,150240,104.77211,0.951926297,98.27023981,118.8593368,119.9417107,116.7081807,24.37700542,6.224529811,603.5232032
ISIC_0025706,68277,1136.915862,1.517445796,105774,94.93880463,0.910813262,121.6015935,111.1415557,117.3927628,164.2357944,18.27037881,5.665839675,352.5520263
ISIC_0025707,17201,509.0437187,1.214116386,23584,92.3680191,0.980911952,511.9999997,113.464973,126.7242215,176.114005,17.71745433,5.375585135,360.5274744
ISIC_0025708,93306,1387.217378,1.652235945,128856,95.85971069,0.954634408,91.21025442,74.62838403,74.65520974,89.3128702,38.29607634,7.021524821,1471.221827
ISIC_0025709,94503,1433.650923,1.742130814,144760,99.63708496,0.918433229,104.4880268,135.0306763,136.1232659,110.4717275,16.04671167,5.111127212,283.5574221
ISIC_0025710,201102,1929.332165,1.479223471,264012,84.91815186,0.954296021,59.20657179,147.0491194,150.0664207,127.5869675,15.72211242,5.374755628,262.0689093
ISIC_0025711,148935,1544.35446,1.280221196,194205,92.57896423,0.979585836,37.71202202,169.4391916,173.4579045,131.7401238,31.45637439,5.885015512,1010.950109
ISIC_0025712,56974,963.3107437,1.306014315,75582,113.1717529,0.973603327,192.1954575,129.4940675,136.0398076,143.1958964,15.08736582,5.007516952,259.0239723
ISIC_0025713,13789,443.1442245,1.148760945,19043,132.1737671,0.985832306,197.2772498,74.3599971,77.59344405,126.1129403,52.07806016,7.388974303,2715.766405
ISIC_0025714,80195,1163.54328,1.351870354,111780,113.5061569,0.957606854,116.8607519,142.8710892,142.5583806,119.4207868,16.09362612,5.503406013,271.4496328
ISIC_0025715,27278,665.1097331,1.303878447,42020,52.07852554,0.970523213,329.4083143,93.79646602,100.1174451,166.2017865,30.07410297,6.786664597,904.6552476
ISIC_0025716,150214,1587.557559,1.341185397,219674,121.4172897,0.967646126,114.0235664,115.8465456,118.839236,109.1608527,48.62541388,7.155358293,2382.127858
ISIC_0025717,166073,1585.047893,1.208845836,218680,103.9469147,0.974504316,34.07619541,110.6890163,113.5203796,127.7728569,25.80530456,6.601345354,668.8149677
ISIC_0025718,21017,587.0020882,1.320974341,27267,28.91139793,0.963426237,157.933863,157.5785317,166.3276078,152.4239584,26.50514732,5.578418893,754.3091619
ISIC_0025719,86912,1514.545367,2.120556894,124542,148.4271393,0.843632853,92.42415316,154.9476942,155.7228768,101.6274086,27.71676607,6.314684201,785.5574632
ISIC_0025720,94192,1206.555472,1.236697092,129828,41.28477478,0.974410851,192.2011211,114.4580325,121.8472765,173.4166561,18.74620115,5.740324324,365.1087559
ISIC_0025721,54563,957.5605245,1.347348782,82280,166.5753479,0.956371631,109.4696406,98.73931052,105.6757998,160.4791281,24.79031408,6.458107089,616.4538911
ISIC_0025722,30157,694.9087245,1.286695774,45360,39.53965378,0.950494892,156.8750207,90.56567298,94.53624918,138.7412209,19.91023592,6.274431434,396.6771769
ISIC_0025723,90411,1362.253956,1.644118971,138432,0.551827788,0.90273625,159.6860559,135.5466591,138.7765279,131.2323427,23.11595829,6.025871854,555.8126038
ISIC_0025724,20419,566.6416976,1.266215296,29596,72.37987518,0.964371908,119.7316224,113.5260787,109.4599148,105.522977,28.68229926,6.549218201,826.0884452
ISIC_0025725,52845,982.5727165,1.465316353,81648,22.21037865,0.937925976,144.4780774,123.7740562,124.5634844,117.6756363,16.63880272,5.501676763,288.2418923
ISIC_0025726,146992,1545.217378,1.298823718,170716,87.14821625,0.966884113,44.02743006,185.9473305,185.7239736,119.6073823,26.60393721,5.602254385,752.50736
ISIC_0025727,21930,584.7422017,1.25507521,31494,129.3521423,0.960310956,316.6555402,97.56041952,102.6092567,156.7639307,30.89707086,6.830420285,956.677228
ISIC_0025728,71179,1063.945299,1.273738696,92496,11.20772076,0.965217451,206.0472892,106.3085882,109.622412,126.2207112,24.36965685,6.286481581,605.9946819
ISIC_0025729,64087,1072.991985,1.440236459,84255,92.47291565,0.975338076,108.0611044,127.2671993,134.1461815,141.8515612,15.69671481,5.36453473,261.8878412
ISIC_0025730,9117,361.7472546,1.161777606,12376,165.878952,0.983594863,69.13151248,103.0336734,101.3819604,86.5809294,26.63574831,6.544998088,710.2829912
ISIC_0025731,191312,1829.383897,1.398113656,231080,104.0220718,0.92541617,89.04976164,142.3824904,150.5398808,138.1286955,18.1784931,5.70133201,348.9127098
ISIC_0025732,90275,1328.052944,1.564620819,124593,45.88778305,0.937483017,77.43946828,112.476267,111.5034801,108.9176775,38.47867435,7.019415447,1487.711144
ISIC_0025733,67866,1051.74429,1.305692889,95976,169.8375702,0.967023352,117.2531754,133.3051012,139.0078537,164.1450702,27.41259831,6.121834467,791.2204755
ISIC_0025734,198200,1834.721993,1.357131793,246400,66.29864502,0.968788882,77.82038345,117.0012866,115.6377178,109.0298856,24.18627437,6.395658139,585.0301736
ISIC_0025735,13011,441.0020878,1.206788006,18492,149.910965,0.979829621,68.90415797,125.2480978,130.3903876,131.2801732,20.41325916,6.1808425,418.6600266
ISIC_0025736,15605,481.8305141,1.199776411,20916,108.5330658,0.985693252,108.8307593,114.0222365,120.372103,174.1038342,14.60268042,5.469623318,219.7009977
ISIC_0025737,47900,877.4528791,1.289498138,64347,123.9045563,0.963000871,173.417286,112.7448017,116.2978219,131.7963048,20.58335522,6.28270095,425.0781776
ISIC_0025738,157770,1596.930142,1.29186222,225354,90.50018311,0.975826265,48.17220003,85.02014958,90.70047749,153.9956012,31.22401413,7.026490965,977.8746085
ISIC_0025739,102149,1297.158505,1.31819212,131703,70.27483368,0.976969761,139.4869064,125.0441806,126.9958459,117.4117645,19.08492241,5.809399606,378.2278338
ISIC_0025740,175415,1726.739237,1.358602685,221400,145.8969879,0.95613065,77.51729327,115.2710772,117.8269969,122.4785737,26.59375918,6.592298747,711.2325134
ISIC_0025741,37390,841.577768,1.521953825,60168,164.3213501,0.949404571,235.637764,110.6375234,114.6125524,136.8068468,17.52183554,5.708876958,315.0458191
ISIC_0025742,146654,1586.989017,1.372983901,197739,80.61643982,0.964059043,75.70690195,121.1057319,116.675247,117.5310004,37.77546993,6.67243094,1498.151285
ISIC_0025743,73939,1115.158504,1.347166521,109242,88.88032532,0.940991481,137.7654553,141.6292214,144.9566264,125.7236641,42.6868832,7.093836689,1823.916848
ISIC_0025744,65067,1068.991985,1.407786415,82433,86.70956421,0.96188668,72.78651235,136.2687691,137.8223319,110.8849442,34.39052697,6.636175082,1234.810439
ISIC_0025745,23939,613.327988,1.264456983,33620,8.818036079,0.971659586,171.2084882,74.26011947,77.83243522,135.6724452,25.88396049,6.87940148,705.89961
ISIC_0025746,28829,683.7127644,1.303805795,39188,130.0112,0.960300898,130.0557077,137.4118769,137.7678842,97.33468614,27.3380057,6.198444981,792.3446844
ISIC_0025747,30591,686.9675971,1.239485679,43143,35.3251152,0.978365113,173.2274198,167.0357622,164.2267116,121.5935188,16.26002094,5.175942168,296.1014681
ISIC_0025748,76023,1132.388952,1.351047206,104807,95.64517975,0.939906045,45.08277757,121.0774766,123.5475624,124.4894484,28.59798794,6.315026878,852.3006793
ISIC_0025749,53399,996.4478259,1.491728505,81310,19.88833237,0.950013003,284.0119103,144.2585254,145.3543325,119.0968058,21.40265035,5.917773789,469.3973173
ISIC_0025750,74936,1107.501649,1.310885066,104951,45.86204529,0.957838067,79.31162591,145.3188054,149.6911186,148.8347924,18.28559369,5.526795709,357.1323458
ISIC_0025751,41543,822.7493438,1.307649224,62370,120.5659561,0.966144825,138.7624389,88.46457887,86.93581751,106.0711151,42.22198996,7.234601459,1782.90525
ISIC_0025752,115484,1363.141258,1.287055255,154395,175.9382629,0.956252497,61.92733192,135.1102577,137.4690751,115.8672312,36.45099408,6.732340825,1360.860016
ISIC_0025753,7511,340.6345563,1.253958755,10396,103.9386368,0.965325117,147.9898813,123.3480229,123.7210758,97.52940132,20.4968731,6.047831757,427.0887069
ISIC_0025754,46736,853.5777708,1.250318053,65212,176.0869751,0.966385329,194.3224923,118.7850907,119.2610835,123.7763608,16.56902627,5.68454943,282.0707407
ISIC_0025755,77167,1159.141258,1.394506068,113477,103.2445984,0.952282183,77.44989437,121.0021123,119.1898091,106.8905016,36.87444998,6.740085078,1408.144167
ISIC_0025756,61163,994.7077124,1.296633264,83130,23.89600372,0.983830856,191.8064189,100.9536975,103.2810904,120.6524315,39.1750781,7.0474601,1539.28441
ISIC_0025757,86485,1216.35446,1.369576345,126208,73.27275848,0.981072537,136.434665,74.00398913,79.66340599,160.8111888,30.83577564,7.034554182,964.4451842
ISIC_0025758,50897,881.4945079,1.22415044,64581,78.46773529,0.986129142,143.4891644,111.6817494,112.1805018,107.918895,21.5682795,6.377470803,466.1620052
ISIC_0025759,41106,812.7909721,1.289600239,61480,20.68276024,0.971798753,118.3282246,130.7566779,129.7498662,100.8474108,26.99263144,6.040048209,781.8760065
ISIC_0025760,47995,905.6021546,1.370575613,76356,125.6852646,0.973533831,254.1491405,117.0108136,119.302476,118.8611244,27.41068114,6.4362196,760.9789793
ISIC_0025761,31890,761.0092274,1.460084352,48950,107.6733627,0.94294079,128.7947319,92.1539354,96.71165465,149.4698547,21.77372316,6.438672857,476.3283373
ISIC_0025762,173229,1761.87632,1.432394564,225288,83.43410492,0.954147729,65.96068787,106.7778086,111.0213224,142.1097507,19.7575286,5.978410608,395.7828434
ISIC_0025763,17074,540.2569201,1.378899736,25938,65.49228668,0.965328519,185.8001639,128.5077311,128.9268869,99.92952247,35.21241219,6.520976263,1301.323666
ISIC_0025764,112893,1301.869181,1.200690301,150540,123.7161942,0.980551251,112.0347231,177.9159912,181.2247379,136.7911621,8.011982628,3.518191808,72.50092232
ISIC_0025765,97989,1284.856987,1.348391263,128592,10.94900227,0.944880057,105.6771678,106.1985835,109.2336521,123.2113469,23.26318005,6.268049061,547.2852627
ISIC_0025766,66889,1037.719905,1.289892422,85365,72.51718903,0.959038579,52.53264363,129.5102932,129.8918656,115.2393368,33.63826577,5.99974663,1214.334154
ISIC_0025767,15735,473.0609628,1.146892785,19558,9.490872383,0.989895448,30.94451857,141.2960915,142.357102,105.4625146,25.44609833,6.239192238,682.2101295
ISIC_0025768,38086,754.582821,1.200069736,49820,177.1575928,0.975481837,264.3079346,107.5103188,111.290833,134.1921528,23.68119694,6.478444776,561.6785176
ISIC_0025769,5940,288.9360732,1.142664252,7553,91.59590912,0.98625954,36.63299657,82.02727273,82.02250281,93.15448934,43.00640398,7.300686118,1852.890493
ISIC_0025770,25672,624.9432123,1.223666803,32636,110.2055206,0.973682192,319.6210656,78.99326114,80.88686766,121.6619274,38.77083107,7.399219416,1616.414253
ISIC_0025771,79594,1102.531087,1.222657334,107559,65.77754211,0.976337093,56.8259919,137.4654873,143.1618715,144.5902371,17.152329,5.830294624,298.7570578
ISIC_0025772,35021,761.9970359,1.33202133,45666,3.721622944,0.956053799,326.9133376,87.44513292,93.40579462,159.6471736,21.2914737,6.488741318,456.683599
ISIC_0025773,77684,1140.739237,1.341273885,122108,123.5135651,0.952278166,98.67092321,109.8627517,112.995825,123.4972624,20.34013225,6.039920635,421.5437918
ISIC_0025774,50855,862.4650728,1.172564162,65330,85.02642059,0.982847575,99.69175104,97.99425819,99.91385967,117.4194343,29.09582058,6.782000541,851.4937682
ISIC_0025775,61490,979.5188935,1.250265,83538,32.49790192,0.98138253,182.8095625,106.1010571,109.055055,128.4173036,23.96803621,6.340442663,577.0164576
ISIC_0025776,41342,784.3645674,1.193827545,56610,59.60098267,0.979214422,72.25117312,114.3200619,115.0614629,95.25709126,25.55358923,6.301228881,668.1310508
ISIC_0025777,46183,879.4528794,1.343978995,58378,86.4380188,0.951278536,54.43388259,146.9534028,143.8593855,103.7902331,44.49935499,6.63837146,2118.098342
ISIC_0025778,20784,606.09754,1.424060826,33831,17.53146172,0.923706886,105.3856812,136.9665127,138.2933988,115.5471837,34.43199536,6.762116996,1198.962677
ISIC_0025779,24563,602.6416966,1.189084902,32868,14.8277626,0.981564121,95.65476526,80.95432154,83.16952327,124.8911642,41.62179817,7.300793225,1759.128562
ISIC_0025780,179494,1852.212326,1.528120901,237000,116.4818039,0.950793106,156.103892,120.3150189,123.6760895,130.2588722,22.4786139,6.002588373,526.6818118
ISIC_0025781,124526,1645.165645,1.739743597,192675,104.7959595,0.878709911,90.55779515,158.1870774,158.0706305,90.554326,16.96865055,5.683596977,294.9716049
ISIC_0025782,266544,2041.906635,1.249468764,270000,63.43269348,0.998315739,3.757248334,111.0683977,112.9065383,110.5424995,44.73467944,7.625547441,2035.145427
ISIC_0025783,92861,1289.91081,1.434415152,129402,99.37714386,0.959896426,80.63113685,131.3519131,136.8597151,150.139987,18.2902036,4.831397196,400.3736153
ISIC_0025784,47765,892.0041754,1.336150968,67200,87.42536163,0.964739413,131.1058725,144.3425102,142.0220175,110.4351652,26.90171742,5.62415407,768.6716943
ISIC_0025785,108541,1334.864131,1.313224689,156752,131.8396912,0.974297084,135.2490211,119.0700565,120.4431935,107.8744837,36.93009066,7.266132826,1366.449444
ISIC_0025786,4604,262.1076462,1.217324777,6399,138.1993256,0.969141129,204.399652,109.7562989,107.5046337,105.6879525,47.71317395,7.233320632,2279.300828
ISIC_0025787,13401,449.0609632,1.215194775,17892,164.0521851,0.978185184,112.058503,147.3581076,148.0799194,119.7358406,13.75361836,5.133370947,205.2993264
ISIC_0025788,191000,1827.574805,1.397440652,254748,84.97393799,0.952282843,63.73729843,119.1276335,122.0994328,126.7780663,26.8049601,6.271403316,733.3520352
ISIC_0025789,23634,599.8548999,1.224697307,33490,74.99869537,0.970527801,91.37750694,96.69273081,93.38134326,95.88776057,31.35095854,6.485929244,991.8788284
ISIC_0025790,136702,1760.118961,1.813665803,183582,150.1089172,0.879063706,81.18096296,143.374808,145.8265229,122.284407,19.11311117,5.682686685,385.9659901
ISIC_0025791,15464,484.8010771,1.225760003,22197,142.3260498,0.967288978,182.3652353,140.6098034,141.7176668,108.775651,26.28866572,6.01120596,730.8684972
ISIC_0025792,31133,674.5828222,1.174059204,41302,59.74262619,0.984503423,310.7884238,81.05065365,87.34032484,164.0914357,35.06856133,7.036379058,1274.088771
ISIC_0025793,16935,538.658942,1.382574077,23865,72.21076202,0.953388137,110.5025095,141.5046944,143.9434701,112.3199488,14.16758671,5.144443393,211.2373755
ISIC_0025794,162820,1670.111822,1.369526895,203604,80.41020203,0.969382506,114.9185604,108.0596426,111.6495291,135.1185133,23.06748503,6.28673127,539.846747
ISIC_0025795,28378,656.8843367,1.222255781,37260,103.3008881,0.977743361,113.0881668,92.72838114,92.20519416,91.98104165,38.62406362,7.148921569,1509.784573
ISIC_0025796,74642,1189.200132,1.518160721,115232,74.85229492,0.922213721,131.1176013,124.3941347,125.8556041,121.9429454,28.33243321,6.454930024,817.8319418
ISIC_0025797,48215,964.4478267,1.548546532,80342,131.6856537,0.935987938,174.9603235,91.58421653,94.65061357,129.4401811,38.29952266,7.365383479,1496.866266
ISIC_0025798,67219,1054.34732,1.325077273,90300,82.06825256,0.955851296,68.71200106,137.4121454,135.6062671,106.6931969,27.18637583,6.076912149,751.5255543
ISIC_0025799,87398,1221.810305,1.367352191,125424,174.7070923,0.93678195,82.96464449,166.3349848,165.5021358,97.07124496,15.39428413,4.925553506,279.6243516
ISIC_0025800,163557,1840.24385,1.65578475,251440,71.19117737,0.890406125,112.1217924,133.7818375,134.690748,115.3476973,36.56435738,6.682057484,1395.13461
ISIC_0025801,74122,1082.187941,1.265290754,100448,64.97447968,0.966328619,108.6623674,141.7176682,143.1554689,115.4724014,18.56592318,5.723984998,358.1482732
ISIC_0025802,37800,774.4234425,1.273774065,52056,131.2976379,0.969229376,218.5346031,139.6474603,143.509224,136.6774956,19.28463901,5.546175804,392.4798764
ISIC_0025803,153944,1692.63873,1.488336133,225450,53.78927231,0.928706538,123.2140519,144.8075209,147.2343709,120.89389,20.73454174,5.653119268,437.6093318
ISIC_0025804,115195,1325.99407,1.220604613,154700,86.63477325,0.982102314,80.59905377,112.9281566,113.2486537,114.2231115,16.17947831,5.698932011,261.9817103
ISIC_0025805,56013,975.460018,1.361914718,78684,92.28416443,0.93693967,70.83155695,158.7371682,156.1332786,94.38692803,21.29666328,5.460767621,511.7161983
ISIC_0025806,84076,1139.869181,1.236880237,116874,82.65995026,0.977335968,64.72772253,127.7772848,130.060029,119.1442504,24.33005267,6.121657897,608.8954081
ISIC_0025807,7513,325.2203429,1.141566745,9765,116.1569138,0.98760967,53.01956601,113.9865566,126.4615112,137.7297573,19.51254144,5.331375239,425.2515865
ISIC_0025808,54274,740.6833258,1.328640657,47355,57.93096542,0.947449612,212.6242399,167.8394075,170.4959158,130.5593716,11.54117796,4.719806062,144.1188471
ISIC_0025809,9576,412.1909052,1.439097311,13287,15.47059917,0.930843158,77.95488714,116.0682957,117.0379769,108.7256335,39.29518653,6.693788947,1587.207304
ISIC_0025810,108154,1427.491545,1.507804317,169290,132.9256897,0.917036879,60.01753055,134.7235978,134.6662845,91.45633079,10.54271859,4.131600973,138.0104351
ISIC_0025811,128703,1641.900705,1.675973545,190242,108.3340759,0.899360972,110.8432282,155.2575853,161.2720967,147.0397971,18.51899664,5.377589829,369.8773622
ISIC_0025812,20451,582.0559103,1.334421194,30880,168.4169006,0.952119512,99.81634145,104.4862843,104.8351181,94.60888628,24.03777443,5.87348314,624.4975975
