Image,ZPTV,ICM_Quality,TE_Integrity,Blastocoel_Volume
R15-0420B.bmp,2.768215148,118.5297927,0.081551526,38798
R15-0427A.bmp,4.517146652,175.8274399,0.055280136,33707
R15-0427B.bmp,3.377327115,171.2824177,0.080065677,37907
R15-0430A.bmp,3.248903479,151.2833481,0.087910186,38233
R15-0430B.bmp,6.748943732,163.4921511,0.061826863,27529
R15-0436A.bmp,5.329694871,140.8615943,0.004893328,62630
R15-0436B.bmp,3.982025051,133.6155297,0.08665237,51525
R15-0444.bmp,3.017620696,132.6329513,0.100624803,87375
R15-0448.bmp,3.370430425,171.9176339,0.093946154,44465
R15-0452.bmp,3.273541186,159.8627228,0.004266354,85087
R15-0458.bmp,6.116870353,112.9983801,0.104320439,50737
R15-0459.bmp,4.964450921,112.7359183,0.098443996,62870
R15-0464A.bmp,2.478302613,109.4259883,0.0649516,33551
R15-0464B.bmp,3.128369317,114.6112457,0.00572043,53296
R15-0474.bmp,4.895712145,128.6399448,0.008849309,82679
R15-0489.bmp,2.158387893,124.876019,0.075551412,50568
R15-0498A.bmp,2.550757713,148.1071872,0.007856426,99485
R15-0513A.bmp,2.462048819,141.8509957,0.092369628,46029
R15-0513B.bmp,2.769980727,134.7156636,0.085433865,27088
R15-0515.bmp,3.44863253,128.3990328,0.008253925,47168
R15-0519.bmp,2.465279122,127.232637,0.003787541,112736
R15-0539A.bmp,4.245285134,190.0775926,0.005962849,47713
R15-0539B.bmp,5.580010283,173.9705504,0.005368779,67417
R15-0543A.bmp,3.077524635,101.1856643,0.095085585,44568
R15-0543B.bmp,3.452382315,102.0621891,0.108131162,52399
R15-0553.bmp,3.919751822,130.1712205,0.007840761,77872
R15-0566.bmp,3.178252083,118.6229359,0.011009677,69260
R15-0573.bmp,5.098479984,113.4830364,0.054255315,28496
R15-0590.bmp,5.18533222,122.2806181,0.073909908,32286
R15-0591.bmp,3.742397616,139.5339547,0.002891219,95311
R15-0598.bmp,2.855427478,154.0506486,0.089152465,29945
R15-0613.bmp,1.659511041,112.5042453,0.118727152,97084
R15-0615A.bmp,3.299623583,114.5809114,0.074449034,71747
R15-0615B.bmp,2.846346944,101.2742081,0.091009444,61763
R15-0623A.bmp,3.882916144,153.7302162,0.004729214,77573
R15-0623B.bmp,3.233780419,135.777357,0.069419338,45092
R15-0625.bmp,5.722373568,148.5373814,0.010014817,71005
R15-0628.bmp,3.390188597,110.8674625,0.006514636,53419
R16-0008.bmp,3.70874657,129.4848366,0.012118731,39052
R16-0012.bmp,3.043087393,137.9746731,0.075477516,18503
R16-0024.bmp,2.332842704,195.125334,0.013213834,33378
R16-0068.bmp,4.237489219,104.0788623,0.00525046,74998
R16-0072.bmp,2.021936367,125.2414929,0.096406647,50614
R16-0078.bmp,4.606052182,90.78748801,0.009867439,83391
R16-0089.bmp,3.246273444,142.8592295,0.082516719,19461
R16-0094.bmp,4.164448113,128.4236866,0.079255498,51268
R16-0099A.bmp,2.830883222,104.8397713,0.01033712,103203
R16-0099B.bmp,4.145973436,96.47179282,0.004487799,64995
R16-0104B.bmp,3.351680983,155.9896634,0.009780538,35635
R16-0115A.bmp,3.183132726,119.68913,0.003617833,100922
R16-0115B.bmp,1.713975021,112.1310521,0.003449044,93536
R16-0133.bmp,1.958980681,140.9287482,0.10232485,64562
R16-0137.bmp,4.352679727,99.46437047,0.067620719,41955
R16-0179.bmp,2.425759465,100.1576984,0.004890226,40892
R16-0181.bmp,2.859008611,109.3505339,0.086690991,17794
R16-0197.bmp,5.851873233,156.6436366,0.095606338,27356
R16-0199.bmp,7.610788197,151.4772186,0.085877529,61539
R16-0232.bmp,3.493553182,147.1808968,0.014725685,67107
R16-0237.bmp,3.754449259,169.6958991,0.012832823,110402
R16-0261.bmp,2.553634127,182.7823383,0.005700476,53193
R16-0306.bmp,4.85777161,165.1688138,0.008225558,62861
R16-0314A.bmp,3.684730711,148.6874564,0.005111724,34342
R16-0314B.bmp,4.554919855,148.8131074,0.086726478,36913
R16-0338A.bmp,5.925733646,117.9007868,0.068964708,23814
R16-0338B.bmp,4.377486327,115.6846568,0.017738778,83016
R16-0397.bmp,5.847133855,181.393202,0.004908476,70993
R16-0406.bmp,4.358064962,167.694378,0.122566001,55932
R16-0410.bmp,6.981972417,178.6688223,0.013093035,69844
R16-0416A.bmp,3.206899237,95.88713433,0.089845352,29206
R16-0416B.bmp,5.440389084,87.43689057,0.097709211,76896
R16-0455.bmp,4.049034064,147.9492918,0.11335499,37877
R16-0462.bmp,3.923578425,180.6417553,0.115148484,48952
R16-0466.bmp,5.616770478,179.3158141,0.004047279,53278
R16-0476.bmp,3.54265545,134.0059685,0.013596076,84466
R16-0487.bmp,3.364285856,137.9784222,0.004247037,57171
R16-0488.bmp,3.267950151,131.1404168,0.003777537,61612
R16-0495.bmp,5.809785717,169.8496887,0.01589837,51491
R16-0499.bmp,1.763527576,127.9742226,0.007768948,50511
R16-0520.bmp,4.186584703,180.8182979,0.096110933,88056
R16-0537.bmp,2.309200497,145.6348258,0.004496203,92525
R16-0546.bmp,4.43597424,123.4461759,0.070228359,30292
R16-0548.bmp,2.777511112,184.7407303,0.092233041,42345
R16-0556.bmp,2.619646307,121.0524696,0.004692999,85908
R16-0573.bmp,6.650774727,166.3886745,0.062976389,33021
R16-0592.bmp,2.413019876,140.5493729,0.007676528,74111
R16-0600A.bmp,5.970132681,188.8679258,0.093666064,32783
R16-0600B.bmp,4.02419313,191.7690113,0.008171286,39414
R17-0002.bmp,3.612202011,176.6943298,0.015205328,66785
R17-0008.bmp,3.824926665,194.0975704,0.089126895,51433
R17-0049.bmp,7.29864219,180.9973723,0.095751748,27620
R17-0069B.bmp,7.253251262,162.6786721,0.005758512,57799
R17-0074.bmp,4.016801117,178.685104,0.008257022,79865
R17-0086.bmp,5.687221857,170.6224497,0.00463311,70970
R17-0087.bmp,2.781334212,157.3288102,0.015815341,78203
R17-0095A.bmp,5.125664019,175.4386803,0.004285744,81659
R17-0095B.bmp,9.466417889,175.3625936,0.094683196,53430
R17-0107.bmp,5.556536014,193.6574916,0.092642276,46317
R17-0124.bmp,2.743937706,192.7626829,0.107981268,61460
R17-0138A.bmp,11.30486212,193.2792549,0.006020878,57418
R17-0138B.bmp,3.955858363,195.918439,0.011194082,44421
R17-0153.bmp,2.893439439,153.3288223,0.011327521,93056
R17-0180.bmp,2.729967633,181.2068166,0.00557451,38393
R17-0181A.bmp,6.168000973,181.0979978,0.086661372,26097
R17-0181B.bmp,3.406859384,154.4176496,0.005458144,37951
R17-0206.bmp,3.287059704,148.989902,0.101293226,17014
R17-0223B.bmp,4.796299321,121.6603644,0.005335912,31696
R17-0244.bmp,3.31040671,145.140096,0.006898477,46292
R17-0253.bmp,5.615213189,186.5167801,0.00809133,58726
R17-0262.bmp,5.029077984,150.9655745,0.00627212,61888
R17-0269.bmp,3.57926839,139.1551589,0.005741185,80698
R17-0283.bmp,1.525914844,171.5208027,0.00694277,59320
R17-0314.bmp,2.443646593,105.6013169,0.096990632,61577
R17-0323.bmp,3.54099849,139.4864684,0.080187065,38375
R17-0324.bmp,3.931335509,124.4370184,0.003926876,45300
R17-0328.bmp,4.142010598,192.1490285,0.007838953,40330
R17-0344.bmp,4.726035076,193.4824408,0.12492806,61581
R17-0349.bmp,3.998101451,114.8035071,0.090651321,71535
R17-0365.bmp,4.365784751,108.211367,0.010334612,71562
R17-0384.bmp,2.855618918,130.9548361,0.0061604,56651
R17-0399.bmp,2.743142164,138.0505627,0.012324729,49968
R17-0402.bmp,1.887849505,127.6537236,0.092071658,46195
R17-0406.bmp,7.5240695,110.0940923,0.0046151,79181
R17-0407.bmp,3.114448472,105.0603277,0.020360848,92606
R17-0423.bmp,4.994283861,104.4996737,0.095967933,26546
R17-0425.bmp,1.46358042,102.1216234,0.005541336,127275
R17-0427.bmp,3.072207506,169.8610085,0.105651542,53879
R17-0429A.bmp,7.717111138,165.7154454,0.081891598,41301
R17-0429B.bmp,7.459856003,147.3680726,0.082907043,41334
R17-0434.bmp,4.690375911,140.7777826,0.087181052,31310
R17-0436.bmp,2.52534947,135.3279738,0.004524663,48582
R17-0439A.bmp,4.450715102,114.9502688,0.067477131,18447
R17-0439B.bmp,4.313221116,125.1391066,0.079010379,27507
R17-0443.bmp,4.153207774,101.9195815,0.098958688,66863
R17-0497.bmp,6.369977951,112.0050861,0.071935842,19799
R17-0498A.bmp,4.211731297,114.8776232,0.012913492,65770
R17-0498B.bmp,5.343418568,102.1466459,0.006612969,37436
R17-0499.bmp,6.769347749,130.0027964,0.00570284,48202
R17-0537A.bmp,6.21954609,188.7885697,0.005659434,31980
R17-0537B.bmp,4.123180308,191.6079017,0.072059397,32233
R17-0543A.bmp,5.970707636,116.8363566,0.067473498,55802
R17-0543B.bmp,5.739580082,117.3018901,0.006429233,57607
R17-0567B.bmp,3.532220629,150.3955848,0.081965903,22506
